Building_Class,Zoning_Class,Lot_Size,Property_Shape,Land_Outline,Lot_Configuration,Neighborhood,Condition1,House_Type,House_Design,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF2,Heating_Quality,Air_Conditioning,Electrical_System,LowQualFinSF,Underground_Full_Bathroom,Underground_Half_Bathroom,Half_Bathroom_Above_Grade,Kitchen_Quality,Functional_Rate,Fireplaces,Garage,Garage_Finish_Year,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Miscellaneous_Value,Sale_Type,Sale_Condition,Sale_Price
60,RLD,29959,IR2,Lvl,FR2P,NoRidge,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,BuiltIn,Fin,TA,TA,Y,184.0901596,24.30308807,-59.30862809,0,0,0,0,WD,Normal,248000
60,RLD,11308,IR1,Lvl,I,NridgHt,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,154.0,Ex,TA,PC,Ex,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Ex,TF,1,Attchd,Fin,TA,TA,Y,179.957053,159.9821371,-7.737654469,0,0,0,0,WD,Normal,335000
50,RLD,11275,IR1,HLS,C,Crawfor,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,480.0,TA,TA,CB,TA,TA,Mn,Rec,557,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Detchd,Unf,TA,Fa,Y,-205.8945217,83.0219698,13.73240869,0,0,0,0,WD,Normal,220000
120,RLD,4920,Reg,Lvl,I,StoneBr,Norm,TwnhsE,1Story,Gable,SS,CemntBd,CmentBd,0.0,Gd,TA,PC,Gd,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,Fin,TA,TA,Y,156.7662871,-19.51282593,-130.4784315,0,0,0,0,WD,Normal,213500
30,Commer,18000,Reg,Low,I,IDOTRR,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,Fa,TA,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,RFn,TA,TA,Y,145.6928291,128.848688,124.4645746,0,0,0,560,ConLD,Normal,81000
190,RMD,13600,Reg,Lvl,I,OldTown,Norm,2fmCon,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,BT,TA,TA,No,Unf,0,TA,N,SBrkr,0,0,0,0,TA,MD2,0,Detchd,Unf,TA,TA,Y,68.20975286,140.1108074,-26.98352113,0,0,0,0,WD,Normal,90000
30,RMD,6000,Reg,Lvl,I,OldTown,Artery,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,Gd,BT,TA,TA,No,BLQ,0,Gd,Y,SBrkr,0,0,0,0,Gd,TF,1,Detchd,Unf,TA,TA,Y,172.0258572,107.0154229,-112.1586731,0,0,0,0,WD,Normal,110500
20,RLD,11000,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,200.0,TA,TA,CB,TA,TA,Mn,BLQ,230,Ex,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,247.7400064,109.7813947,-11.43545427,0,0,0,0,WD,Normal,154000
60,RLD,14000,Reg,Lvl,I,ClearCr,Norm,1Fam,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,Gd,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,157.6134254,6.958723051,-77.12861173,0,0,0,0,WD,Normal,328000
60,RLD,7837,IR1,Lvl,I,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,130.6803158,20.17969217,69.27352562,0,0,0,0,WD,Normal,178000
60,RLD,9760,Reg,Lvl,I,NAmes,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,360.0,TA,TA,CB,TA,TA,Gd,GLQ,106,TA,Y,SBrkr,0,1,0,1,TA,TF,0,Attchd,RFn,TA,TA,Y,254.6804751,26.50671507,26.2868615,0,189,0,0,WD,Normal,167900
160,RMD,3964,Reg,Lvl,I,MeadowV,Norm,TwnhsE,2Story,Gable,SS,CemntBd,CmentBd,0.0,TA,TA,CB,Gd,TA,No,ALQ,0,Gd,Y,SBrkr,0,1,0,1,TA,MajD1,1,Attchd,Fin,TA,TA,Y,274.2907588,103.7476601,-3.106079587,0,0,0,0,WD,Normal,151400
45,RLD,9600,Reg,Lvl,I,NAmes,Norm,1Fam,1.5Unf,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,0,1,0,Gd,TF,0,Detchd,Unf,TA,TA,Y,129.4687055,142.978301,61.84462215,0,0,0,0,WD,Normal,135000
20,RLD,10152,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Hip,SS,MetalSd,MetalSd,120.0,TA,TA,CB,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,128.5754555,35.51895344,66.35399763,0,192,0,0,WD,Normal,135000
60,RLD,11700,Reg,Lvl,I,NWAmes,RRAn,1Fam,2Story,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,Rec,0,Ex,Y,SBrkr,0,0,0,1,TA,TF,0,Attchd,Unf,TA,TA,Y,-31.00604206,-85.24247356,-12.69533999,0,0,0,0,WD,Normal,154000
50,RLD,7585,Reg,Lvl,I,Edwards,Artery,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,Fa,Fa,Mn,Unf,0,Fa,Y,FuseA,0,1,1,0,TA,TF,1,Detchd,Unf,TA,TA,P,-24.6064412,-120.1167271,40.34170422,0,0,0,0,WD,Normal,91500
60,RLD,7950,IR1,Bnk,C,Edwards,Norm,1Fam,2Story,Hip,SS,HdBoard,Plywood,140.0,TA,TA,CB,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Attchd,Fin,TA,TA,Y,1.85623796,137.3292685,57.88003102,0,0,0,0,WD,Normal,159500
20,RLD,8556,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Av,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,-8.789102222,-43.941243,58.30469676,0,0,0,0,WD,Normal,194000
70,RLD,13125,Reg,Lvl,I,Crawfor,Norm,1Fam,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,2,Attchd,Unf,TA,TA,Y,250.7692348,-48.13366482,-47.93488921,0,0,0,0,CWD,Normal,219500
50,RLD,10800,Reg,Lvl,I,OldTown,Norm,1Fam,1.5Fin,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,Fa,TA,No,ALQ,0,Gd,Y,SBrkr,0,0,1,0,Gd,MD1,1,Attchd,Unf,TA,TA,Y,-42.37627946,63.71931764,-62.64220083,0,0,0,500,WD,Normal,170000
20,RLD,15870,IR1,Lvl,C,NAmes,Norm,1Fam,1Story,Gable,SS,VinylSd,Plywood,0.0,TA,TA,CB,TA,TA,Mn,BLQ,791,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Fin,TA,TA,Y,-23.88169729,22.42719315,-24.94891746,0,0,0,0,WD,Abnorml,138800
120,RMD,4435,Reg,Lvl,I,CollgCr,Norm,TwnhsE,1Story,Gable,SS,VinylSd,VinylSd,169.0,Gd,TA,PC,Gd,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,94.59954674,75.97582827,11.63034227,0,0,0,0,WD,Normal,155900
20,RLD,8775,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,GLQ,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,171.6096287,-33.60132386,9.901742075,0,0,0,0,WD,Normal,126000
20,RLD,11040,Reg,Lvl,I,NWAmes,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,144.0,Gd,Gd,CB,TA,TA,No,ALQ,0,Ex,Y,SBrkr,0,0,1,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,-81.45924243,-19.38461314,-60.12605938,216,0,0,0,COD,Abnorml,145000
20,RLD,7500,Reg,Lvl,C,Sawyer,Feedr,1Fam,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,CB,TA,TA,No,ALQ,0,Fa,Y,SBrkr,0,1,0,1,TA,TF,0,Attchd,Fin,TA,TA,Y,309.6182067,-24.32716864,-20.90108974,0,0,0,0,WD,Normal,133000
20,RLD,8749,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,100.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,54.66281019,11.4946477,4.502720473,0,0,0,0,WD,Normal,192000
20,RLD,8800,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Hip,SS,HdBoard,HdBoard,425.0,TA,TA,CB,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,1,0,0,TA,TF,2,Attchd,RFn,TA,TA,Y,45.57804797,144.8938675,71.48815055,0,0,0,700,WD,Normal,160000
60,RLD,13031,IR2,Lvl,C,Gilbert,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,PC,Gd,TA,No,ALQ,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,Fin,TA,TA,Y,170.5808654,96.96695744,11.57711441,0,0,0,0,WD,Normal,187500
85,RLD,9069,Reg,Lvl,I,SawyerW,Norm,1Fam,SFoyer,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,Unf,TA,TA,Y,136.7738279,-3.899785832,-29.44995765,0,0,0,0,WD,Normal,147000
160,RMD,1974,Reg,Lvl,I,MeadowV,Norm,TwnhsE,2Story,Gable,SS,CemntBd,CmentBd,0.0,TA,TA,CB,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Attchd,RFn,TA,TA,Y,118.9191817,31.79675408,51.55201652,0,0,0,0,WD,Normal,83500
60,FVR,10574,Reg,Lvl,I,Somerst,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Mn,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,82.00927789,32.99830822,83.93820627,0,0,0,0,WD,Normal,252000
160,RMD,2522,Reg,Lvl,I,Edwards,Norm,Twnhs,2Story,Gable,SS,VinylSd,VinylSd,50.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,MajD1,0,Detchd,Unf,TA,TA,Y,-149.6483563,94.01776357,29.73932623,0,0,0,0,WD,Normal,137500
120,FVR,3316,IR1,Lvl,I,Somerst,Norm,TwnhsE,1Story,Gable,SS,MetalSd,MetalSd,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,131.7049112,22.96300144,40.34418873,0,0,0,0,WD,Normal,197000
90,RLD,8544,Reg,Lvl,C,NAmes,Norm,Duplex,1Story,Gable,SS,BrkFace,BrkFace,0.0,TA,TA,SL,TA,TA,No,Unf,0,Fa,N,FuseA,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,-54.33102836,139.6297373,62.44551255,0,0,0,0,WD,Normal,92900
160,FVR,2160,Reg,Lvl,I,Somerst,Norm,Twnhs,2Story,Gable,SS,MetalSd,MetalSd,212.0,Gd,TA,PC,Gd,TA,No,BLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,0,Detchd,Unf,TA,TA,Y,256.2626494,30.17473896,89.02177486,0,0,0,0,WD,Normal,160000
50,RLD,8400,Reg,Bnk,I,SWISU,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,PC,TA,TA,No,Rec,0,Fa,Y,SBrkr,0,0,0,0,TA,TF,1,Detchd,Unf,TA,TA,Y,235.400886,-73.3772608,28.49841502,0,0,0,0,WD,Normal,136500
20,RLD,9230,Reg,Lvl,C,NAmes,Feedr,1Fam,1Story,Hip,SS,MetalSd,MetalSd,166.0,TA,TA,CB,TA,TA,Mn,GLQ,0,Gd,Y,SBrkr,0,1,0,1,Gd,TF,0,Detchd,Unf,TA,TA,Y,14.82617704,21.47957414,101.3382786,0,0,0,0,WD,Normal,146000
20,RLD,5868,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,BLQ,240,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Fin,TA,TA,Y,-180.7020202,-14.18667241,-31.17053309,0,160,0,0,WD,Normal,129000
20,RLD,9317,IR1,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Gd,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,56.06037203,134.766186,-4.942677676,0,0,0,0,WD,Normal,176432
70,RMD,6882,Reg,Lvl,I,IDOTRR,Norm,1Fam,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,PC,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,Gd,TF,0,Attchd,Unf,TA,TA,Y,214.554562,20.20361089,-66.50945016,0,0,0,0,WD,Normal,127000
120,RLD,3696,Reg,Lvl,I,StoneBr,Norm,TwnhsE,1Story,Gable,SS,HdBoard,HdBoard,0.0,Gd,TA,CB,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,325.3416046,78.64831353,48.70525059,0,0,0,0,WD,Normal,170000
50,RMD,6000,Reg,Lvl,I,BrkSide,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,197.8398866,5.103678067,56.05649238,0,0,0,0,WD,Normal,128000
20,RLD,11880,IR1,Lvl,I,NWAmes,RRAn,1Fam,1Story,Gable,SS,Plywood,Plywood,206.0,TA,TA,CB,Gd,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,251.560707,66.8130171,-36.02757935,0,0,0,0,COD,Abnorml,157000
30,RLD,8400,Reg,Bnk,I,SWISU,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,Fa,No,Rec,0,TA,N,FuseF,0,0,0,0,Fa,TF,0,Detchd,Unf,TA,TA,N,-31.72110529,51.52727628,150.8300287,0,0,0,0,WD,Normal,60000
20,RLD,9758,IR1,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,HdBoard,MetalSd,0.0,TA,TA,CB,TA,TA,No,BLQ,287,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,88.21134172,0.227478668,41.82251078,0,0,0,0,WD,Normal,119500
20,RLD,7000,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,45.0,TA,TA,CB,TA,TA,No,Rec,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,RFn,TA,TA,Y,72.46963456,78.21313906,-43.23733945,0,0,0,0,WD,Family,135000
20,RLD,8910,Reg,Lvl,C,NAmes,Norm,1Fam,1Story,Hip,SS,BrkFace,BrkFace,0.0,TA,TA,CB,TA,TA,Mn,ALQ,0,Ex,Y,SBrkr,0,0,1,0,TA,TF,1,BuiltIn,Fin,TA,TA,Y,-146.3279006,120.8753755,-99.12592509,0,0,0,0,WD,Normal,159500
160,RMD,2016,Reg,Lvl,I,BrDale,Norm,TwnhsE,2Story,Gable,SS,HdBoard,HdBoard,304.0,TA,TA,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,86.59616855,57.16411227,68.32093389,0,0,0,0,WD,Normal,106000
60,RLD,12256,IR1,Lvl,C,NoRidge,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,362.0,Gd,TA,PC,Ex,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,2,Attchd,RFn,TA,TA,Y,7.90353003,-39.28649236,-14.32707736,0,0,0,0,WD,Normal,325000
20,RLD,10357,IR1,Lvl,C,SawyerW,Feedr,1Fam,1Story,Hip,SS,HdBoard,HdBoard,0.0,Gd,TA,PC,Gd,TA,Mn,GLQ,0,Gd,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,163.9136819,-24.12022179,81.79166887,0,0,0,0,WD,Normal,179900
60,RLD,23257,IR3,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Ex,Gd,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,BuiltIn,RFn,TA,TA,Y,228.0093731,108.5118736,13.29699126,0,0,0,0,New,Partial,274725
60,RLD,8063,Reg,Lvl,I,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,144.8815458,26.29285336,-132.889248,0,0,0,0,WD,Abnorml,181000
20,RLD,11362,IR1,Lvl,I,NridgHt,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,42.0,Gd,TA,PC,Ex,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,154.2077178,109.2908404,-59.98490229,0,0,0,0,WD,Normal,280000
60,RLD,8000,Reg,Lvl,I,Gilbert,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,PC,Gd,TA,No,GLQ,0,Gd,Y,SBrkr,0,1,0,1,TA,TF,1,Attchd,Fin,TA,TA,Y,-45.72735217,22.68747638,42.01017922,0,0,0,0,WD,Normal,188000
60,RLD,10480,Reg,Lvl,I,NWAmes,Norm,1Fam,2Story,Hip,SS,Plywood,Plywood,660.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,205.3077947,114.8249794,-153.7190358,0,0,0,0,WD,Normal,205000
20,RLD,7100,IR1,Lvl,C,NAmes,Norm,1Fam,1Story,Gable,SS,WdShing,Wd Shng,0.0,TA,TA,CB,TA,TA,No,GLQ,0,TA,Y,FuseA,0,1,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,105.3187723,12.4545532,-27.51385479,0,0,0,0,WD,Normal,129900
20,RLD,8923,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,BLQ,0,Gd,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,Unf,TA,TA,Y,32.51475783,62.4377865,36.80164575,0,0,0,0,WD,Normal,134500
20,RLD,5400,Reg,Lvl,I,OldTown,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,Gd,CB,TA,TA,No,Rec,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Detchd,Unf,TA,TA,Y,77.14710154,2.400818759,-54.48652381,0,0,0,0,WD,Normal,117000
20,RLD,12085,Reg,Lvl,I,NridgHt,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,328.0,Gd,TA,PC,Ex,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Ex,TF,1,Attchd,RFn,TA,TA,Y,-21.11881618,95.56972977,42.78932187,0,0,0,0,New,Partial,318000
80,RLD,7750,Reg,Lvl,I,Gilbert,Norm,1Fam,SLvl,Hip,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,BuiltIn,Fin,TA,TA,Y,-106.1290172,101.3790229,65.16084623,0,0,0,0,WD,Normal,184100
20,RLD,9764,IR1,Lvl,FR2P,Sawyer,Feedr,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,CB,TA,TA,No,BLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,84.63218183,-47.65420283,-58.93702494,0,0,0,0,WD,Normal,130000
80,RLD,13825,Reg,Lvl,I,Sawyer,Norm,1Fam,SLvl,Gable,SS,MetalSd,MetalSd,0.0,TA,Gd,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,1,0,TA,MD2,0,BuiltIn,RFn,TA,TA,Y,-112.3167605,110.595443,-27.42302707,0,0,0,0,WD,Normal,140000
20,RLD,7560,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,BrkFace,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,LwQ,0,TA,Y,FuseA,0,0,0,0,TA,TF,0,Attchd,RFn,TA,TA,Y,9.739101848,88.18899444,-13.65816559,0,0,0,0,WD,Normal,133700
30,RMD,8263,Reg,Bnk,I,IDOTRR,Norm,1Fam,1Story,Gable,SS,BrkFace,BrkFace,0.0,TA,TA,BT,TA,TA,No,Unf,0,TA,Y,FuseA,0,0,0,0,TA,TF,1,Detchd,Unf,TA,TA,Y,-110.0721828,83.38275615,-13.47587703,0,0,0,0,WD,Normal,118400
20,RLD,10084,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,196.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,232.5164556,43.40918433,23.88666471,0,0,0,0,New,Partial,212900
20,RLD,8926,IR1,Lvl,C,Edwards,Norm,1Fam,1Story,Gable,SS,AsbShng,AsbShng,0.0,TA,TA,CB,TA,TA,No,Unf,0,Ex,Y,FuseA,0,0,0,0,TA,TF,0,Basment,Unf,TA,TA,Y,73.33054579,126.7796946,2.111671642,0,160,0,0,COD,Abnorml,112000
20,RLD,9405,Reg,Lvl,I,Edwards,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,0.0,TA,Ex,CB,TA,TA,No,Unf,0,Ex,Y,SBrkr,0,0,1,0,TA,TF,0,Attchd,Unf,TA,TA,Y,27.01835152,52.76122479,-3.684612669,0,0,0,0,WD,Normal,118000
80,RLD,9125,IR1,Lvl,I,Gilbert,Norm,1Fam,SLvl,Gable,SS,HdBoard,HdBoard,170.0,TA,TA,PC,Gd,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,126.6888475,134.1923674,77.90794094,0,0,0,0,WD,Normal,163900
20,RLD,10434,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,0,Fa,TF,1,Detchd,Unf,Fa,Fa,Y,290.3631818,33.85578685,-44.73596188,0,0,0,0,WD,Normal,115000
120,RLD,3684,Reg,Lvl,I,Blmngtn,Norm,TwnhsE,1Story,Hip,SS,VinylSd,VinylSd,130.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,157.4184638,128.4552051,123.7703403,0,0,0,0,WD,Normal,174000
20,RLD,14572,IR3,Lvl,C,Gilbert,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,Fin,TA,TA,Y,213.8975717,233.5972082,-64.40121211,0,0,0,0,WD,Family,259000
60,RLD,11796,IR1,Lvl,I,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Av,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,BuiltIn,Fin,TA,TA,Y,-79.27955687,-46.04812791,57.32881671,0,0,0,0,WD,Normal,215000
90,RMD,7200,Reg,Lvl,I,OldTown,Norm,Duplex,SFoyer,Gable,SS,MetalSd,MetalSd,180.0,TA,TA,CB,Gd,TA,Gd,GLQ,0,TA,Y,SBrkr,0,1,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,11.74200835,17.38717824,72.8292736,0,0,0,0,WD,Normal,140000
50,RLD,7804,Reg,Lvl,I,SWISU,Norm,1Fam,1.5Fin,Gable,SS,WdShing,Plywood,0.0,TA,TA,BT,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,1,0,0,Gd,MD2,2,Detchd,Unf,TA,TA,Y,76.86432558,76.4004873,-5.846479534,0,0,0,0,WD,Normal,135000
20,RLD,10712,Reg,Lvl,I,Mitchel,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,PC,Gd,TA,Mn,BLQ,0,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,56.47748657,11.30997347,-88.31564133,0,0,0,0,Oth,Abnorml,93500
70,RMD,9900,Reg,Lvl,I,OldTown,Norm,1Fam,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,BT,TA,TA,Mn,Unf,0,TA,Y,SBrkr,0,0,0,0,Fa,TF,0,Detchd,Unf,Fa,TA,N,171.8959462,43.36991432,48.91517715,0,0,0,0,WD,Normal,117500
60,RLD,9828,IR1,Lvl,I,SawyerW,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,71.33828575,23.85393277,-0.95510077,0,0,0,0,WD,Normal,239500
60,RLD,8773,IR1,HLS,I,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,Av,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,Fin,TA,TA,Y,60.67593208,4.581310199,-25.47652623,0,0,0,0,WD,Normal,169000
